input_text,target_text
我們昨天去看了那個新的電影了。,我們昨天去看了那部新電影。
他每次說話都很不小心容易得罪人。,他每次說話都不小心，很容易得罪人。
老師講話太快了我聽不太懂。,老師講話太快了，我聽不太懂。
我有看道。,我有看到。
這邊為您做一個結帳的動作。,這邊幫您結帳。
我先不用。,我不用。
這件事情可能不太一定會發生。,這件事情不一定會發生。
就跟你說了先不要,我有請你不要這麼做
他大概非常有可能會遲到,他有可能會遲到
我們需要重新再一次思考。,我們需要再思考一次
請你提早先準備好。,請你提早準備。
今天路上真的是塞爆,今天路上塞車很嚴重
我自己親手做的蛋糕。,我親手做的蛋糕。
你到底有什麼破病?,你有什麼問題?
你的感冒好點沒有?,你的感冒有好一點嗎?
他昨天有回來家裡了,他昨天回家了  
我朋友跟我講說他明天要來。,我朋友說他明天要來
不能說一模一樣，只能說毫不相關,這兩件事情完全沒有關係
他做這件事很解,他做這件事很掃興
觸爛,TRUE
不可能這麼好看吧,這個很好看
幫你做結帳的動作,幫你結帳
我沒了,我被懾服了
郭我屁四,關我什麼事
你還有優越感喔,你有什麼了不起
你很猴耶,你很幼稚耶
我快道了,我快到了
純純的無語住了,我無話可說
不要再跟我那邊543,不要再跟我說廢話了
瞎逼逼,說廢話
你不要旋轉我,你不要耍我
你很盤,你東西買貴了
北車,台北車站
你是在哈囉,你是在說什麼
這個真的絕了,這個真的很厲害
我是什麼很賤的人嗎,我怎麼這麼倒楣
到底三小,到底什麼意思
是在靠北,是在抱怨什麼
我嘴巴沙漠,我口渴了
我都被你氣笑了,我對妳十分傻眼，氣極反笑
我是要等到猴年馬月,我等的非常久了
這家店真的很頂,這家店真的很棒
我破防,我非常難過沮喪
已購買，小孩愛吃,我非常認同這個
家人們，誰懂阿?,我要跟大家分享一件事
已讀亂回,亂講話
這個很便,這個很便宜
這個真的貴爛,這個真的非常貴
嘎嘎好吃,非常好吃
被嘎了,被殺了
笑不活了,超級好笑
這個東西質量很好,這個東西品質很好
這場演講含金量很高,這場演講讓人受益良多
我在用一次,我再用一次
不揪,不找我一起
不能說毫不相關，只能說一模一樣,看起來一模一樣
被祖,被平台封禁
嘻嘻,非常開心
不嘻嘻,非常不開心
我活人微死,我精疲力竭
聽君一席話，如聽一席話,講廢話
這個影片巨好看,這個影片非常好看
我不行了,我承受不住了
你不要情勒我,你不要情緒勒索我
電影很好看，推推,電影很好看，我非常推薦
早八的課我起不來,早上八點的課，我起不了床
是在哭喔,是在叫什麼
手機一直沒電真的很煩我明明早上才充滿的,手機一直沒電真的很煩，我明明早上才充滿的
昨天那部電影真的超好看我覺得你一定會喜歡,昨天那部電影真的超好看，我覺得你一定會喜歡
為什麼假日過得那麼快我根本還沒休息夠就又要上班了,為什麼假日過得那麼快?我根本還沒休息夠就又要上班了
你那個文件交了嗎我剛剛看到主管在問進度,你那個文件交了嗎?我剛剛看到主管在問進度
下午有點想喝飲料但我又在控制糖份真的很掙扎,下午有點想喝飲料但我又在控制糖份，真的很掙扎
昨晚睡得很差整晚都在做奇怪的夢,昨晚睡得很差，整晚都在做奇怪的夢
今天遇到一個很熱情的店員我反而不知道怎麼回應,今天遇到一個很熱情的店員，我反而不知道怎麼回應
你那雙鞋很好看在哪裡買的我也想要一雙,你那雙鞋很好看!在哪裡買的?
你今天看起來很累是沒睡好還是工作太多,你今天看起來很累，是沒睡好?還是工作太多?
你知道嗎我今天在路上差點撞到一個突然衝出來的小朋友,你知道嗎?我今天在路上差點撞到一個突然衝出來的小朋友
早餐如果能每天都有人幫我準備就太幸福了,如果能每天都有人幫我準備早餐，就太幸福了
剛剛走路滑手機結果差點撞到路燈真的太丟臉了,剛剛走路滑手機，結果差點撞到路燈，真的太丟臉了
我在想明天要不要請假因為今天真的累到不行,我在想明天要不要請假，因為今天真的累到不行
你有沒有推薦的影集最近想找點輕鬆的東西看,你有沒有推薦的影集?最近想找點輕鬆的東西看
你中午想吃什麼?我有點想吃拉麵,你中午想吃什麼?我有點想吃拉麵
今天天氣熱死了！,今天的天氣真的很熱。
這劇真的推爆！！,這部劇真的很值得推薦。
覺得很可以,我覺得這個很好
這也太ㄎㄧㄤ了吧,這實在太無厘頭了。
吃土中QQ,我沒有錢了。
我原地去世,我尷尬的要死
爆哭中,我哭得很厲害。
我先下線了掰,我要先下線了，拜拜。
講話能不能有邏輯點==,這樣講話有點沒道理。
幫QQ,我能感同身受。
好羨慕喔嗚嗚嗚,我好羨慕。
哈哈哈哈笑死我,這真是太好笑了。
已笑瘋,我笑到不行。
吃瓜中,我在看熱鬧。
這不是我能懂的世界,這不是我能理解的事。
怎麼那麼幽默啦你,你真幽默。
是在哈囉？,這在幹嘛？
也太浮誇了叭,這樣太誇張了。
好der,好的
辣個男人又出現了,那個男人又出現了。
請問在演哪齣？,現在發生什麼狀況
不愧是我,我真是太厲害了。
這什麼離譜發言,這真是太離譜了。
你484有病,你是不是有什麼問題？
有夠母湯,這不妥當。
直接不演了,不想掩飾了。
請問這有對嗎？,這真的合理嗎？
我人傻了,我真傻眼了。
這操作我看不懂,我不懂這是怎麼回事。
重點在哪？,重點是什麼？
受不鳥了,我受不了了。
不想努力了,我已經不想努力了。
先不要,我暫時不需要
先沒關係,暫時不用
是有多想紅啦,是多想要引起別注意？
不演了直接開罵,直接提出批評。
怎麼會這樣啦救命,這怎麼會這樣？
怎麼醬,怎麼會這樣？
他是社牛,他很外向
花生什麼素,發生什麼了？
我沒眼花吧,我看錯了嗎？
你是有事逆,你到底在幹嘛？
誰懂,誰能理解此刻的感覺
一整個愛住,非常喜歡。
破防了,被說中痛處了。
直接躺平,我選擇放棄。
這是什麼操作？,這樣做是什麼意思？
傻眼貓咪,我真傻眼。
我已經詞窮,我真的沒話說了。
這我不行,我沒辦法理解這個。
這我可以,我覺得這個很棒。
我就問到底為什麼,為什麼？
整個人爛掉,覺得很沮喪。
出包,出現失誤。
這個人好雷,這個人辦事不周。
大推！,大力推薦！
我覺得很躁,我覺得很煩躁。
我超雷這個人,我超討厭這個人。
我覺得詭異,我覺得事情不太對勁。
要確欸,你確定嗎？
一直出包,一直在犯錯。
先醬,先這樣。
你在做啥,你在做什麼
emo了,覺得沮喪。
這也太瞎了吧,這也太不合理了吧。
不ey,不感覺到意外。
腳趾摳地,覺得非常尷尬。
爆肝中,正在熬夜。
不要cue 到我,不要提及我
買爆,要買很多。
吃爆,要吃很多。
你醒醒吧,你應該正視現實。
暈船,單戀
感覺身體被工作掏空了,工作讓我覺得很疲憊。
吃飯不揪？,沒有約我一起吃飯？
很ㄎㄧㄤˉ,很傻
幸苦了,辛苦了
他很社恐,他很內向
好加在,好險
神扯,太離譜了。
這操作太猛了,這個做法太厲害了。
笑到嘔吐,我笑得很誇張
氣到咪咪冒冒,非常生氣。
笑噴了,太搞笑了。
這好鬧,這太荒謬了
尷尬癌發作,我感到很尷尬。
是我太年輕了,是我太天真了。
我真的問號,我感到很疑惑。
我人都傻了,我完全愣住了
我黑人問號,我充滿疑問。
我直接裂開,我無法承受。
放棄掙扎了,不再試圖改變了。
擺爛了,想任由事情往壞的方向發展。
躺平,放棄努力。
熔膠了,我對我的外貌感到焦慮。
我問號,我感到疑惑。
我人要沒了,我快要堅持不住了。
GG了,完蛋了。
這東西超頂,這個東西超厲害的。
好神,好厲害。
我一回到家就立馬去洗手。,我一回到家就立刻去洗手。
老師好痛！,老師，我好痛！
鍋子燙到我了！,我被鍋子燙到了！
肉羹麵今天沒開。,肉羹麵店今天沒有營業。
這次比賽失敗的原因是因為我們輕視了對方的實力。,這次比賽會失敗，是因為我們輕視了對方的實力。
我以前曾有過一段美好的戀情。,我曾經擁有過一段美好的戀情。
你這個六日有空嗎？,你這個周末有空嗎？
別問我甚麼都不知道。,別問我，我什麼都不知道。
我要趕快寫完功課才能趕快出去玩。,我要趕快把功課寫完，才能出去玩。
肚子好餓到底要吃啥？,我肚子好餓，到底要吃什麼？
你吃飯吃得很慢餒！,你吃飯吃得很慢。
這麼簡單誰都馬會！,這麼簡單大家都會！
早就跟你說了吧！,我早就提醒過你了！
真假啊,真的假的？
我要一杯大冰拿。,我想點一杯大杯冰拿鐵。
晚安我要睡了。,晚安，我要睡覺了。
前面那間小吃好像倒了欸！,前面那間小吃店好像倒閉了！
前面那間小吃店好像倒了欸！,前面那間小吃店好像倒閉了！
前面那間小吃好像倒閉了！,前面那間小吃店好像倒閉了！
我長了一顆痘痘好痛啊！,我長了一顆痘痘，好痛啊！
夏天衣服拿出來冬天衣服收起來。,夏天衣服可以拿出來了，冬天衣服也可以收起來了。
早，昨天睡得還行嗎？,早安，昨天晚上睡得好嗎？
人家肚子餓！,我肚子餓！
你要不要喝味增湯？,你要不要喝味噌湯？
今天午餐吃嘎哩飯。,今天午餐吃咖哩飯。
這家井飯很好吃！,這家丼飯很好吃！
我的髮窟不見了。,我的髮箍不見了。
我好想吃傳統鵝仔煎喔。,我好想吃傳統蚵仔煎喔！
我弟喜歡隔離湯。,我弟弟喜歡喝蛤蜊湯。
這家貝果很好吃耶！,這家店的貝果很好吃！
廁所衛生紙沒了幫我拿新的！,廁所衛生紙用完了，幫我拿一包新的！
總共385塊錢。,總共385元。
我ㄉ頭好痛喔。,我的頭好痛喔。
你在說啥？,你在說什麼？
你在說甚麼？,你在說什麼？
在一次！,再一次！
我最終於搶到演唱會的票了！,我終於搶到演唱會的門票了！
我這次數學全班最高分。,我這次數學是全班最高分。
我沒有更多的點子了。,我沒有其他想法了。
我好像哪裡有看到過你。,我好像在哪裡看過你。
這件衣服我穿起來有點不舒服。,我穿這件衣服感覺有點不舒服。
他很會講話的人。,他是一個很會講話的人。
老師我可以去上廁所嗎？,老師，我可以去上廁所嗎？
這本書我看不太懂意思是什麼。,我看不太懂這本書的意思。
我覺得這個東西非常的有趣。,我覺得這個東西非常有趣。
我想要去看電影，但是我媽媽不讓我去。,我想去看電影，但媽媽不讓我去。
今天的天氣不是太熱就是太冷。,今天的天氣要不太熱，要不太冷。
我沒有不喜歡吃青菜。,我其實還滿喜歡吃青菜的。
你昨天不是說你要來了嗎？,你昨天不是說你會來嗎？
這件事情我覺得有點奇怪。,我覺得這件事情有點奇怪。
我的肚子餓了，所以我要吃東西。,我肚子餓了，想吃點東西。
你可以借我一下你的手機嗎？,你可以借我手機用一下嗎？
我很想去旅行但是我沒錢。,我很想去旅行，但我沒錢。
他說話說得很快我聽不清楚。,他說話說得太快，我聽不清楚。
雖然下雨了可是我還是出門了。,雖然下雨了，但我還是出門了。
這題數學我真的不太會解。,我真的不太會解這題數學。
他唱歌的聲音非常的難聽。,她的歌聲非常難聽。
我沒辦法去是因為我有事情。,我不能去，因為我有事。
今天的作業我已經寫完了。,我已經把今天的作業寫完了。
他昨天去看電影了我不知道。,他昨天去看電影了，但我不知道。
我覺得這道菜不是很好吃。,我覺得這道菜不好吃。
他不喜歡吃肉但他吃了。,他不喜歡吃肉，卻還是吃了。
這杯飲料太甜了我不喜歡。,這杯飲料太甜了，我不喜歡。
雖然他很忙但他還是幫我。,雖然他很忙，但他還是幫我。
我已經準備好了你還沒嗎？,我已經準備好了，你還沒嗎？
他打電話來我沒接到。,他打電話來，但我沒接到。
你可以快一點嗎我很趕時間。,你可以快一點嗎？我趕時間。
這不是我故意的請你原諒。,我不是故意的，請你原諒我。
明天我們可能會去動物園。,我們明天可能會去動物園。
他不小心打破了杯子。,他不小心把杯子打破了。
雖然有點貴但品質很好。,雖然有點貴，但品質很好。
這件衣服太小了我穿不下。,這件衣服太小了，我穿不下。
這個禮拜六你有空嗎？,你這個禮拜六有空嗎？
他說要等我一起走。,他說他會等我一起走。
我們班上的人都沒來上課。,我們班上很多人沒來上課。
他昨天回家的時候不小心跌倒。,他昨天回家時不小心跌倒了。
他說要來結果他沒來。,他說要來，結果卻沒來。
他一直看我讓我覺得很奇怪。,他一直看著我，讓我覺得很奇怪。
這部電影很好看我推薦你去看。,這部電影很好看，我推薦你去看。
今天我真的很累不想出門。,今天我真的很累，不想出門。
雖然我沒吃早餐但我還是有精神。,雖然我沒吃早餐，但我還是有精神。
我昨天晚上沒睡好所以今天很累。,我昨天晚上沒睡好，所以今天很累。
他的話我不太相信。,我不太相信他的話。
你剛剛講話太快我聽不清楚。,你剛剛講太快了，我聽不清楚。
你要是早點來我們就不會遲到。,如果你早點來，我們就不會遲到。
雖然天氣不好我們還是去了。,雖然天氣不好，但我們還是去了。
我明天應該不會有空。,我明天應該沒空。
你到底想要怎麼樣？,你到底想怎樣？
他每天都在打電動不讀書。,他每天都只顧著打電動，不讀書。
這件事情我處理不好。,這件事我處理得不好。
他總是愛插嘴讓人不舒服。,他總是愛插嘴，讓人很不舒服。
他好像有什麼話沒說出來。,他好像有話沒說完。
雖然他說得對但我還是不認同。,雖然他說得對，但我還是不贊同。
你太晚回來媽媽會擔心。,你太晚回來，媽媽會擔心的。
我昨天在公園遇到一個朋友。,我昨天在公園遇到一位朋友。
那間店東西很便宜人很多。,那間店東西很便宜，所以人很多。
他好像不太高興的樣子。,他看起來好像不太高興。
你剛剛說的我聽不懂。,你剛剛說的話我沒聽懂。
我不是有意的。,我不是故意的。
你趕快去水餃,你趕快去睡覺
不管男女都要經濟獨立臨幸思考,不管男女都要經濟獨立並理性思考
我快不行了 基督勞累,我快不行了，極度勞累
好喔 那我會補血,好喔，那我會補寫
你那邊有變天嗎,你那邊有天氣有變化嗎？
熱到開冷氣,天氣太熱，我只好開冷氣了
我會晚一咪咪到,我會晚一點點到
看到好身材喜歡錯了嗎,看到好身材，喜歡有錯嗎？
我要tag他 笑死,我要標記他，笑死
沒關係 我在跟他們混合,沒關係，我在跟他們會合
我那個快來了拉 肚子好痛,我生理期快來了，肚子好痛
那你自己去去密他,那你自己去私訊他
我搭高鐵還要40公分,我搭高鐵還要40分鐘
昨天熬夜看劇今天眼神死,昨天熬夜追劇，今天整個眼神死。
等一下我先去裝水肚子餓,等一下，我先去裝水，我肚子有點餓。
要出門結果下雨崩潰中,正準備出門結果下雨了，整個崩潰。
已經放棄思考直接躺平,我已經放棄思考了，乾脆直接躺平。
這種天氣就是想發呆耍廢,這種天氣只想發呆耍廢，什麼都不想做。
剛剛喝水嗆到差點升天,剛剛喝水嗆到，差點沒喘過氣。
你說這句話是在暗示我嗎,你剛剛那句話，是在暗示我嗎？
打字手抖結果傳錯人,剛剛手抖打錯字，結果傳錯人了
冷氣開到像北極還是好熱,冷氣開超強還是覺得熱，像在蒸籠裡。
他真的笑起來像在發光也太誇張,他笑起來真的超閃，像在發光一樣，也太誇張了！
剛剛差點錯過站還好我醒了,剛剛差點坐過站，還好我突然醒來。
手機剩1趴但我還在滑,手機只剩 1% 電量，但我還在滑。
朋友約吃飯結果我穿睡衣出門,朋友約吃飯，結果我竟然穿睡衣就出門了。
你吃了嗎我餓爆要死,你吃飯了嗎？我快餓死了。
在幹嘛啦我超無聊想你,你在幹嘛啦？我超無聊，好想你。
跟你聊天好開熏心,跟你聊天真的好開心～
你剛剛笑的樣子我不行ㄌ,你剛剛笑的樣子，我真的不行了。
我好像越來越喜翻你ㄌ,我好像越來越喜歡你了。
你可不可以每天都密我嗚嗚,你可以每天都傳訊息給我嗎？嗚嗚。
一起吃飯ㄅ我出錢,一起吃飯吧，我請客！
我今天夢到你醒來好開勳,我今天夢到你，醒來覺得好開心。
我知道我很煩但我就想你怎樣,我知道我有點煩，但我真的很想你啊。
好啦我還是原諒你ㄌ啦,好啦，我還是原諒你了啦。
今天你沒密我有點桑心,今天你都沒傳訊息給我，我有點傷心。
不准跟別人講話你是我ㄉ,不准跟別人太好，你是我的！
你講話好溫柔嗚嗚我淪陷,你講話好溫柔，我真的淪陷了。
睡過頭差點遲到欸好險,我睡過頭差點遲到，還好趕上了。
下雨腳濕透整個人不爽爆,下雨害我腳濕透，整個超不爽。
咖啡喝太多現在心悸中,咖啡喝太多了，現在心悸中。
中午吃太飽下午超睏,中午吃太飽，下午真的超想睡。
衣服曬一整天還是沒乾氣死,衣服曬一整天還是沒乾，真的氣死。
剛剛差點錯過站醒來嚇爛,剛剛差點坐過站，醒來整個嚇爛。
地鐵爆炸擠我差點被推走,地鐵人爆多，我差點被人群推走。
被主管念一早心情都壞掉,一早被主管罵，心情整個壞掉。
天氣熱炸不想動只想吹冷氣,天氣熱到爆，只想躲在冷氣房不動。
剛剛手機掉地上差點心臟停,剛剛手機掉到地上，差點心臟停了。
訂單又寄錯超想罵人,訂的東西又寄錯，真的很想罵人。
冰箱打開只有水跟悲傷,打開冰箱，只有水和一片悲傷。
今天走超多路腳快斷了啦,今天走超多路，腳快斷了啦。
上班整天都在開會沒停過,上班整天都在開會，完全沒休息。
筆電突然死機我直接傻住,筆電突然當機，我整個人傻住。
哇你終於出現了欸,你消失好久，我以為你忘記我了。
你走那麼快是趕去約會哦,你走這麼快，是要趕去跟誰約會？
為什麼你不回我我要生氣了啦,你不回我的話，我真的要生氣了！
雨下超大結果傘壞掉我直接淋成落湯雞,雨下超大偏偏傘壞了，我整個人都淋濕了。
我好喜煩這種下雨天,我好喜歡這種下雨天。
等公車等到天荒地老都沒來,我等公車等了很久，還是沒來。
我真的累爆了想當一灘肉泥,我真的累爆了，只想當一灘爛泥。
你明天有空ㄇ我想找你吃飯,你明天有空嗎？我想找你吃飯。
幹嘛啦你真的很煩欸齁,你幹嘛啦？你真的很煩欸。
那個人講話有夠87我不行,那個人講話真的太白癡了，我受不了。
他說他沒空結果限動跑出國,他說他沒空，結果限時動態看到他出國了。
早知道就不跟他ㄍㄧㄥ到底了,早知道就不要硬撐到底了。
我還在等你回訊ㄋ,我還在等你回訊息呢。
下雨天心情也down到不行嗚,今天下雨天，心情也跟著低落到不行，嗚嗚。
剛剛ㄘ太快嗆到鼻子痛死,剛剛吃太快嗆到，鼻子超痛。
你這樣很母湯ㄟ小心翻車,你這樣真的很不行，小心會翻車。
這歌好好聽我已經repeat三百次,這首歌真的好好聽，我已經重播很多次了。
你ㄉ笑容真的有毒,你的笑容真的好迷人。
我早八已經起不來ㄌ,我早上八點的課真的起不來了。
你都不主動密我我難過了,你都不主動傳訊息，我有點難過了。
報告還沒寫ppt也沒生我死定ㄌ,報告還沒寫，簡報也還沒做，我真的完蛋了。
我昨天熬夜背書結果考試考別的,我昨天熬夜背的根本沒考，我直接崩潰。
圖書館爆滿我連地板都沒得坐,圖書館人潮太滿，沒有位置了。
那家店好像關了欸殘念,那家店好像收起來了，好可惜。
我等下先去裝誰在回你,我等下先去裝水，再回你。
我有點暈要不要先休喜一下,我有點暈，要不要先休息一下？
考試全部都不會 直接GG,考試根本不會寫，直接崩潰。
現在才回？？？你去火星喔,你也太久沒回訊息，你跑去哪裡了？
所以你說的是認真的？,你剛剛講的話，是認真的嗎？
你不要這樣我會瘋掉啊啊啊,拜託你不要這樣，我真的會瘋掉啊！
句子打到一半結果電話來我直接斷線,打一半訊息結果被電話打斷，整個斷線。
今天第六場會了我人快沒了,今天已經是第六場會議了，我快撐不下去了。
好像只有我在努力維持這段關係,有時候覺得，只有我一個人在努力對待這關係。
你回得慢我就會一直亂想,你訊息回很慢的時候，我會忍不住亂想。
走啦不要再猶豫了我餓爆,走啦，不要猶豫了，我真的快餓死。
別裝了我知道你想吃,別再裝矜持了啦，我知道你想吃。
欸你又遲到了啦我都在等你了,欸你又遲到，我等你很久了欸！
你這幾天感覺怪怪的 還好嗎？,你最近看起來不太一樣，有什麼事嗎？
你不用撐著啦 有事就講,你不用一個人撐著，有什麼就講出來。
哭沒關係啊 哭一哭會比較好,哭出來也沒關係，會好一點的。
沒啦 就煩,沒什麼，就是最近心煩而已。
嗯 我在 只是懶得回,我在啦，只是有點累不想回話。
可以不要現在聊這個嗎,拜託，我現在不想談這件事。
昨天講到一半你就突消我嚇死,昨天講到一半你突然消失，我快嚇死了。
剛剛地板太滑我差點摔ㄕ,剛剛地板太滑，我差點摔倒。
今天好熱喔可以開冷氣嗎？,今天好熱喔！可以開冷氣嗎？
有事你就講啊幹嘛拖,有什麼事就直說，不要一直拖著不講。
這人講話完全沒在想,他說話毫無思考。
今天忙到我腦袋打結,今天太忙讓我思緒混亂。
整個爛掉不想講,事情太糟糕了，我不想多說。
他到底在公殺小,我完全不明白他在做什麼。
氣到我靈魂出竅,我氣得說不出話來。
我已經精神錯亂,我現在非常疲憊。
這邊有夠鬧,這裡的情況非常混亂。
拜託你別再講廢話,請你講重點。
太扯真的想翻白眼,這件事太誇張了。
感覺整個人都沒了,我覺得非常疲累。
不要鬧了拜託,請你嚴肅一點。
現在我只想裝死,我現在只想靜一靜。
怎樣啦你有病哦,你這樣的行為很奇怪。
他這句話真的雷爆,他講的話很不妥。
快被煩死了啦,我真的快被煩壞了。
一整天都在混亂中度過,我今天非常混亂。
這什麼謎之操作,這做法我無法理解。
到底誰教他的啦,他這樣做令人不解。
真的是負能量爆棚,我現在心情非常低落。
看到直接想原地掩埋,我看到後感到極度尷尬。
腦袋整個登出,我完全無法思考。
現在狀況直接宕機,我現在狀態很差。
我真心無語,我真的無話可說。
聽完想直接跳海,我完全無法接受。
講話可以別那麼浮誇嗎,你說話能不能收斂一點。
現在超想人間蒸發,我現在只想一個人待著。
不要再搞我情緒,請不要再讓我生氣。
這件事已經爛掉,這件事情已經無可挽回。
這人講話真的雷包,他說話總是出錯。
當場想原地斷線,我當場無法反應。
這邏輯根本不通,他的說法毫無邏輯。
笑爛也太荒謬,這件事真的太荒唐。
講得好像你很懂,你講得好像你什麼都知道。
現在整個大崩潰,我現在情緒失控。
我不知道該不該哭,我不知道該怎麼反應。
心情差到不行,我心情非常不好。
講話可以不要這麼跳針嗎,你講話能不能有條理一點。
我直接黑白畫面,我整個人愣住了。
我已經放棄思考,我現在不想再想這件事。
不要再丟爛哏了,請不要再開冷笑話。
這人真的沒在思考,他完全沒想清楚。
看到直接內傷,我看到之後非常難受。
真的想舉白旗投降,我真的想放棄。
講話跟沒講一樣,你的話完全沒意義。
這也太鬼打牆,你講的內容重複又沒重點。
腦袋整個放空,我一片空白。
我語塞,我不知道該怎麼接話。
這啥爛回答,你的回答讓人無法接受。
我今天整個超不想上班,我今天真的很不想上班。
他人超怪超雷,他個性很奇怪，而且不可靠。
這個東西我無言以對惹,我不知道該怎麼評價這東西。
你也太會講屁話了吧,你講的話太沒有重點了。
這啥鬼啦看不懂,這是什麼？我看不懂。
都怪我自己太廢,我覺得自己能力不夠。
一直重複重複到底幹嘛,為什麼要一直重複同樣的事？
我直接發瘋然後飛起來,我真的快要崩潰了。
你講這句我整個人爆炸,你這句話讓我很生氣。
講話都沒過腦,說話前應該要想清楚。
事情一堆我時間根本不夠用,事情太多了，我根本忙不過來。
一整天都在爆炸邊緣,我一整天情緒都快失控。
又來了啦煩欸,又發生了，真的讓人煩躁。
到底要我幹嘛啦,你到底希望我做什麼？
頭好痛人好煩事好多,我頭痛、心煩，事情又多。
這件事我真的不OK,我無法接受這件事。
現在情緒很炸掉,我現在情緒非常不穩。
到底是什麼鬼設計,這設計到底是怎麼回事？
別鬧啦現在不是時候,別開玩笑，現在不合適。
都怪那個人害我炸鍋,是那個人讓我情緒失控。
已經不知道自己在幹嘛,我完全迷失了方向。
突然爆炸完全沒預警,情況突然失控，毫無預兆。
我已經不是我了,我感覺自己變了。
他整個句點王,他總是讓對話結束得很尷尬。
笑死這爛到我不想看,這真的太差了，我不想再看。
我心態崩得比玻璃還快,我心理狀態一下子就崩潰了。
腦袋瞬間當機中,我一時之間反應不過來。
真的給他一個大問號,我對他感到非常困惑。
"整件事已經問號連發,整件事情讓人產生很多疑問。",整件事情讓人產生很多疑問。
我現在只想原地爆炸,我現在非常想要發脾氣。
幹嘛這樣搞我啦,為什麼要這樣對我？
"當場崩人設,",當場形象全毀。
這邏輯有大漏洞,這邏輯不合理。
我已經累到變行屍走肉,我已經累得沒有活力了。
這操作真的逆天,這做法真的令人意外。
整個被雷到外焦內嫩,我被嚇到了，感到非常驚訝。
講話可以不要這麼浮誇嗎,你可以不要講得那麼誇張嗎？
他發言太有事了,他的言論太不恰當了。
真的快原地升天,我真的快受不了了。
看到我眼球都快掉出來,這讓我目瞪口呆。
我黑人問號,我一臉困惑。
這件事我理解不能,我無法理解這件事。
整段邏輯翻車,整段話邏輯不通。
怎麼可以這麼地無語,這真的讓人無話可說。
這人講話太不帶腦,他說話太不經思考。
真的給你跪,我真的佩服你。
我情緒快炸成煙花,我情緒快要爆發了。
這操作我看傻眼,他的做法讓我感到驚訝。
看到直接精神出走,我看到後整個人出神了。
說出這句我人都尷尬癌牙起來,他這句話讓我覺得很尷尬。
